<<<<<<< HEAD
,Gender,Age-group,Income Level,Occupation
8594,0,1,1,1
8595,1,1,1,0
8596,1,2,1,1
8597,0,1,1,2
8598,1,1,1,3
8599,0,1,1,4
8600,1,1,1,0
8601,0,1,1,3
8602,1,1,1,2
8603,1,2,1,0
8604,1,1,1,0
8605,0,1,1,4
8606,1,1,1,3
8607,0,1,1,0
8608,0,1,1,4
8609,1,0,1,0
8610,1,1,1,4
8611,0,1,1,2
8612,0,1,1,2
8613,0,1,1,4
8614,1,1,1,0
8615,1,1,1,0
8616,0,1,1,0
8617,1,1,1,0
8618,0,0,1,0
8619,1,2,1,1
8620,0,2,1,1
8621,0,1,1,2
8622,1,1,1,4
8623,1,1,1,0
8624,1,1,1,3
8625,0,1,1,0
8626,0,1,1,0
8627,1,1,1,2
8628,1,1,1,0
8629,1,1,1,1
8630,1,1,1,0
8631,0,1,1,1
8632,1,1,1,4
8633,0,2,1,2
8634,1,1,1,4
8635,0,1,1,0
8636,0,2,1,4
8637,1,2,1,2
8638,0,1,1,0
8639,1,1,1,2
8640,0,2,1,0
8641,1,2,1,1
8642,1,1,1,0
8647,1,2,1,0
8649,1,2,1,3
8650,1,1,1,0
8651,0,1,1,0
8652,1,1,1,3
8653,1,0,1,3
8654,0,1,1,2
8655,0,1,1,0
8656,1,1,1,0
8657,1,0,1,2
8658,1,0,1,2
8659,0,1,1,0
8660,1,1,1,0
8661,0,1,1,0
8662,0,1,1,3
8663,0,1,1,0
8664,0,2,1,0
8665,1,1,1,0
8666,1,1,1,2
8667,1,2,1,4
8668,1,1,1,0
8669,0,1,1,0
8670,1,1,1,0
8671,0,1,1,0
8672,0,1,1,4
8673,0,1,1,0
8674,0,2,1,4
8675,1,1,1,0
8676,1,2,1,1
8677,0,2,1,1
8678,1,1,1,1
8680,0,1,1,1
8681,1,1,1,0
8682,0,2,1,1
8683,1,2,1,1
8686,1,1,1,0
8687,1,0,1,4
8688,0,2,1,0
8689,1,1,1,0
8690,0,1,1,3
8691,1,1,1,0
8692,0,1,1,4
8693,0,1,1,0
8694,0,0,1,2
8695,0,1,1,0
8696,1,1,1,2
8697,0,1,1,1
8698,1,1,1,0
8699,1,1,1,0
8700,0,2,1,1
8701,0,1,1,2
8702,0,1,1,0
8703,1,1,1,2
8704,0,0,1,4
8705,1,1,1,0
8706,1,1,1,2
8707,1,1,1,0
8708,0,2,1,0
8709,1,1,1,0
8710,0,1,1,0
8711,1,0,1,0
8712,1,0,1,0
8713,0,2,1,0
8714,1,1,1,0
8715,0,1,1,0
8716,1,1,1,0
8717,0,2,1,1
8718,1,1,1,3
8719,0,1,1,0
8720,1,0,1,3
8721,1,1,1,0
8722,0,1,1,4
8723,0,1,1,0
8724,0,1,1,2
8725,0,0,1,3
8726,1,1,1,0
8727,0,1,1,2
8728,1,1,1,2
8729,1,1,1,0
8730,1,1,1,0
8731,1,1,1,4
8732,1,1,1,0
8733,1,1,1,2
8734,0,1,1,0
8735,1,1,1,0
8736,0,1,1,0
8737,0,2,1,0
8738,0,1,1,0
8739,0,1,1,0
8740,1,0,1,3
8741,0,1,1,0
8742,1,1,1,0
8743,1,1,1,2
8744,0,1,1,1
8745,1,1,1,2
8746,0,1,1,4
8747,1,1,1,2
8748,1,1,1,2
8749,0,1,1,4
8750,1,1,1,0
8751,1,1,1,2
8752,0,1,1,0
8753,0,1,1,0
8754,0,1,1,3
8755,0,1,1,2
8756,1,1,1,3
8757,0,1,1,2
8758,1,1,1,2
8759,0,1,1,2
8760,1,0,1,3
8761,1,1,1,2
8762,1,1,1,0
8763,1,1,1,3
8764,1,1,1,3
8765,1,1,1,2
8766,1,1,1,0
8767,1,1,1,0
8768,1,1,1,0
8769,0,1,1,2
8770,1,1,1,0
8771,0,2,1,1
8772,1,1,1,4
8773,1,1,1,3
8774,0,2,1,1
8775,1,1,1,2
8776,0,2,1,1
8777,0,2,1,4
8778,1,1,1,2
8779,1,1,1,0
8780,0,1,1,4
8781,0,1,1,0
8782,1,1,1,0
8783,0,1,1,0
8784,1,0,1,4
8785,0,1,1,0
8786,1,1,1,1
8787,0,1,1,0
8788,1,1,1,0
8789,1,0,1,0
8790,0,1,1,2
8791,1,1,1,4
8792,1,1,1,0
8793,0,1,1,2
8794,0,1,1,0
8795,0,1,1,4
8796,1,1,1,0
8797,0,1,1,0
8798,0,1,1,2
8799,0,1,1,4
8800,1,1,1,4
8801,1,0,1,3
8802,0,1,1,4
8803,0,1,1,2
8804,1,1,1,0
8805,0,1,1,0
8806,1,1,1,0
8807,1,1,1,2
8808,1,1,1,2
8809,1,1,1,2
8810,0,1,1,0
8811,0,1,1,0
8812,0,2,1,0
8813,0,1,1,0
8814,1,2,1,4
8815,1,1,1,0
8816,1,1,1,0
8817,0,1,1,3
8818,0,2,1,3
8819,1,1,1,0
8820,0,1,1,3
8821,1,1,1,0
8822,0,1,1,0
8823,0,2,1,0
8824,1,1,1,0
8826,1,1,1,0
8827,1,1,1,4
8828,0,2,1,1
8829,1,1,1,0
8830,0,1,1,0
8831,1,0,1,3
8832,0,1,1,2
8833,1,1,1,3
8834,0,1,1,0
8835,1,0,1,0
8836,0,2,1,0
8837,1,0,1,3
8838,0,1,1,3
8839,0,1,1,3
8840,0,1,1,0
8841,1,1,1,2
8842,0,1,1,0
8843,1,1,1,3
8844,1,1,1,2
8845,1,1,1,3
8846,0,1,1,2
8847,0,1,1,0
8848,0,1,1,4
8849,0,1,1,0
8850,0,1,1,1
8851,0,1,1,0
8852,1,1,1,3
8853,0,1,1,0
8854,0,1,1,0
8855,1,1,1,0
8856,0,1,1,0
8857,1,1,1,2
8858,0,1,1,0
8859,1,2,1,2
8860,1,2,1,1
8861,0,2,1,0
8862,0,1,1,0
8863,0,1,1,0
8864,1,0,1,2
8865,0,1,1,2
8866,1,1,1,0
8867,1,1,1,2
8868,0,1,1,0
8869,1,1,1,0
8870,0,0,1,2
8871,1,0,1,2
8872,1,1,1,0
8873,0,1,1,2
8874,1,1,1,0
8875,1,1,1,4
8876,1,1,1,0
8877,1,1,1,4
8878,1,1,1,4
8879,0,1,1,0
8880,0,1,1,0
8881,0,1,1,2
8882,0,1,1,2
8883,0,1,1,2
8884,1,1,1,0
8885,1,1,1,2
8886,0,2,1,0
8887,1,2,1,3
8888,0,1,1,4
8889,1,1,1,0
8890,1,1,1,2
8891,0,1,1,3
8892,0,2,1,1
8893,1,1,1,2
8894,0,1,1,0
8895,0,1,1,0
8896,1,1,1,1
8897,1,2,1,1
8898,0,2,1,0
8899,0,2,1,1
8900,1,1,1,2
8901,0,1,1,0
8902,0,1,1,2
8903,0,1,1,0
8904,0,1,1,2
8905,1,1,1,0
8906,1,1,1,0
8907,0,1,1,0
8908,0,1,1,0
8909,0,1,1,2
8910,1,1,1,0
8911,0,1,1,0
8912,0,1,1,2
8913,0,1,1,0
8914,1,0,1,0
8915,1,1,1,0
8916,0,1,1,0
8917,0,1,1,0
8919,1,1,1,0
8920,0,2,1,1
8921,1,1,1,0
8922,0,1,1,0
8923,1,1,1,1
8924,0,1,1,1
8925,0,2,1,1
8926,1,2,1,1
8927,0,1,1,0
8928,0,1,1,0
8929,0,1,1,0
8930,1,1,1,0
8931,1,1,1,0
8932,0,2,1,1
8933,0,2,1,0
8934,1,1,1,0
8935,1,2,1,1
8936,0,2,1,0
8937,1,1,1,0
8938,0,1,1,0
8939,1,2,1,0
8940,0,1,1,0
8941,1,1,1,0
8942,1,1,1,0
8943,0,2,1,1
8944,1,1,1,2
8945,0,1,1,0
8946,1,1,1,2
8947,1,1,1,2
8948,1,1,1,2
8949,0,2,1,0
8950,1,1,1,2
8951,0,1,1,0
8952,0,2,1,1
8954,1,1,1,2
8955,1,1,1,2
8957,1,1,1,2
8958,0,1,1,2
8959,0,1,1,0
8960,0,1,1,0
8961,1,1,1,0
8962,1,1,1,0
8963,1,1,1,0
8964,1,1,1,0
8965,1,1,1,0
8966,0,2,1,1
8967,0,1,1,0
8968,1,1,1,0
8969,1,1,1,2
8970,1,1,1,2
8971,0,1,1,0
8972,1,1,1,2
8973,1,2,1,0
8974,1,1,1,0
8975,0,1,1,0
8977,1,2,1,1
8978,0,1,1,2
8979,0,1,1,2
8980,0,1,1,4
8981,0,1,1,0
8982,0,1,1,0
8983,0,1,1,1
8984,0,0,1,3
8985,1,1,1,4
8986,0,1,1,4
8987,1,1,1,2
8988,1,1,1,2
8989,0,1,1,1
8990,1,1,1,3
8991,1,2,1,4
8992,1,1,1,0
8993,1,0,1,4
8994,1,2,1,0
8995,0,0,1,0
8996,1,0,1,0
8997,1,0,1,4
8998,0,0,1,3
8999,1,0,1,4
9000,1,0,1,0
9001,0,0,1,1
9002,1,0,1,4
9003,1,2,1,0
9004,1,1,1,3
9005,1,1,1,3
9006,0,2,1,1
9007,1,1,1,0
9008,1,2,1,1
9009,0,2,1,1
9010,0,1,1,0
9011,1,1,1,0
9012,1,1,1,0
9013,0,1,1,4
9014,1,1,1,0
9015,0,1,1,0
9016,1,1,1,2
9017,1,1,1,2
9018,0,1,1,0
9019,1,1,1,2
9020,0,1,1,2
9021,0,1,1,0
9022,1,1,1,0
9023,0,1,1,0
9024,0,1,1,0
9025,0,1,1,3
9026,1,1,1,0
9027,1,2,1,1
9028,0,1,1,0
9029,0,2,1,2
9030,1,1,1,3
9031,0,1,1,0
9032,1,1,1,2
9033,0,1,1,0
9034,1,1,1,3
9035,0,1,1,4
9036,1,1,1,3
9037,0,1,1,0
9038,1,1,1,1
9039,1,1,1,3
9040,1,0,1,3
9041,1,1,1,4
9042,0,1,1,0
9043,0,1,1,0
9044,1,1,1,0
9045,0,1,1,3
9046,1,1,1,0
9047,0,1,1,2
9048,0,1,1,1
9049,1,1,1,2
9050,0,1,1,2
9051,0,2,1,1
9052,0,2,1,0
9053,1,1,1,0
9054,0,2,1,0
9055,0,1,1,0
9056,1,1,1,0
9057,1,1,1,2
9058,1,1,1,0
9059,1,1,1,2
9060,1,1,1,0
9061,1,2,1,0
9062,1,1,1,0
9063,0,1,1,3
9064,0,1,1,3
9066,0,2,1,0
9067,0,1,1,0
9069,1,1,1,3
9070,1,2,1,3
9073,1,1,1,0
9074,1,1,1,0
9075,1,1,1,3
9076,0,1,1,2
9077,1,1,1,0
9078,0,1,1,0
9079,1,1,1,2
9080,1,2,1,1
9081,0,1,1,0
9082,0,1,1,1
9083,0,1,1,1
9084,0,1,1,1
9085,1,1,1,0
9086,1,1,1,0
9087,1,1,1,4
9088,0,1,1,0
9089,1,1,1,0
9090,1,2,1,0
9091,1,1,1,0
9092,0,1,1,0
9093,0,1,1,0
9094,1,1,1,0
9095,1,1,1,0
9096,1,1,1,0
9097,1,1,1,0
9098,1,1,1,0
9099,1,1,1,0
9100,1,1,1,0
9101,0,1,1,4
9102,0,1,1,0
9103,0,1,1,2
9104,0,1,1,4
9105,0,0,1,0
9106,1,1,1,0
9107,1,1,1,0
9108,1,1,1,2
9109,1,1,1,2
9110,1,1,1,2
9111,0,1,1,2
9112,1,1,1,1
9113,1,1,1,2
9114,1,0,1,0
9115,1,0,1,0
9116,0,1,1,4
9117,0,1,1,0
9118,0,1,1,2
9119,0,2,1,1
9120,1,2,1,0
9121,0,1,1,0
9122,1,2,1,0
9123,1,2,1,0
9124,1,1,1,0
9126,0,1,1,0
9127,1,1,1,1
9128,0,2,1,0
9129,0,1,1,2
9130,1,2,1,0
9131,1,1,1,4
9132,1,1,1,1
9133,0,1,1,0
9135,0,2,1,1
9136,0,2,1,0
9137,1,2,1,0
9139,1,2,1,2
9140,1,2,1,1
9141,1,2,1,1
9142,1,1,1,0
9143,0,1,1,3
9144,1,0,1,0
9145,0,1,1,0
9146,1,1,1,3
9147,0,1,1,0
9148,1,0,1,3
9149,1,1,1,0
9150,1,1,1,0
9151,0,1,1,0
9152,1,1,1,0
9153,1,1,1,2
9154,0,1,1,0
9155,0,2,1,0
9156,0,2,1,3
9157,0,1,1,2
9158,0,1,1,0
9159,0,1,1,0
9160,1,1,1,2
9161,0,1,1,4
9162,1,1,1,3
9163,0,1,1,3
9164,0,0,1,4
9165,1,1,1,0
9166,0,2,1,1
9167,1,1,1,1
9168,0,1,1,1
9169,1,2,1,1
9170,1,2,1,1
9171,0,1,1,0
9173,0,2,1,1
9175,0,1,1,0
9176,1,1,1,4
9177,1,1,1,0
9178,0,1,1,4
9179,1,2,1,0
9180,1,0,1,4
9181,0,1,1,3
9182,1,1,1,4
9183,0,2,1,2
9184,1,1,1,0
9185,1,1,1,2
9187,1,0,1,4
9188,1,1,1,3
9189,1,1,1,2
9190,1,1,1,0
9191,1,1,1,3
9192,0,1,1,4
9193,1,1,1,1
9194,1,1,1,0
9195,0,1,1,0
9196,1,1,1,4
9197,0,1,1,0
9198,1,1,1,0
9199,1,0,1,4
9200,0,1,1,0
9201,0,1,1,1
9202,1,1,1,3
9203,0,1,1,2
9204,1,1,1,0
9205,0,1,1,0
9206,0,1,1,0
9207,0,1,1,0
9208,1,2,1,0
9209,0,2,1,3
9210,1,1,1,0
9211,1,1,1,0
9212,0,1,1,0
9213,0,1,1,0
9214,1,1,1,4
9215,1,1,1,0
9216,1,1,1,0
9217,0,2,1,0
9218,1,1,1,3
9219,0,0,1,4
9220,1,1,1,2
9221,1,1,1,0
9222,1,1,1,0
9223,0,2,1,1
9224,0,1,1,3
9225,0,1,1,0
9226,1,1,1,3
9227,1,1,1,2
9228,1,0,1,2
9229,1,1,1,2
9230,1,1,1,0
9231,0,2,1,1
9232,1,0,1,4
9233,0,1,1,0
9234,0,1,1,0
9235,1,0,1,0
9236,1,1,1,0
9237,0,1,1,0
9238,1,1,1,0
9239,1,1,1,3
9240,0,1,1,2
9241,1,1,1,2
9242,1,1,1,2
9243,1,1,1,2
9245,0,1,1,4
9246,1,1,1,3
9247,1,2,1,3
9248,1,1,1,0
9249,1,1,1,2
9250,0,2,1,0
9251,0,1,1,2
9252,0,1,1,3
9253,0,1,1,0
9254,1,1,1,2
9255,1,1,1,2
9256,1,1,1,2
9257,1,1,1,0
9258,1,1,1,0
9259,0,2,1,0
9260,0,1,1,2
9261,1,1,1,2
9262,1,1,1,0
9263,1,1,1,2
9264,1,1,1,0
9265,0,2,1,1
9266,1,1,1,2
9267,1,2,1,1
9268,1,1,1,3
9269,0,2,1,1
9270,1,1,1,4
9271,1,1,1,2
9272,1,2,1,1
9273,1,1,1,4
9274,0,1,1,0
9275,1,1,1,2
9276,1,1,1,4
9277,0,1,1,2
9278,1,1,1,0
9279,0,1,1,4
9280,1,1,1,0
9281,0,1,1,4
9282,1,1,1,2
9283,0,1,1,0
9284,1,1,1,4
9285,0,1,1,2
9286,0,0,1,0
9287,0,1,1,0
9288,1,1,1,0
9289,0,1,1,0
9290,0,1,1,2
9291,1,1,1,2
9292,0,1,1,2
9293,0,1,1,3
9294,1,1,1,0
9295,0,1,1,4
9296,1,0,1,3
9297,0,1,1,3
9298,0,1,1,2
9299,0,0,1,3
9300,1,1,1,0
9301,1,1,1,3
9302,0,1,1,0
9303,0,1,1,2
9304,0,1,1,0
9305,0,1,1,0
9306,1,1,1,0
9307,1,1,1,0
9308,1,2,1,0
9309,1,1,1,2
9310,0,1,1,0
9311,1,1,1,0
9312,0,1,1,2
9313,1,1,1,4
9314,0,1,1,4
9315,1,1,1,0
9316,1,1,1,4
9317,0,1,1,4
9318,1,1,1,0
9319,0,1,1,0
9320,1,2,1,1
9321,1,0,1,0
9322,0,1,1,3
9323,1,2,1,1
9324,0,1,1,3
9325,1,1,1,2
9326,1,1,1,2
9327,1,1,1,0
9328,1,1,1,0
9329,0,1,1,0
9330,0,0,1,3
9331,0,1,1,0
9332,1,1,1,3
9333,1,1,1,0
9334,0,1,1,0
9335,1,0,1,2
9336,1,0,1,2
9337,0,1,1,0
9338,1,1,1,0
9339,1,1,1,0
9340,0,1,1,0
9341,0,1,1,3
9342,1,1,1,0
9343,0,1,1,2
9344,1,1,1,2
9345,1,1,1,0
9346,1,1,1,0
9347,0,1,1,2
9349,0,1,1,0
9350,0,1,1,0
9351,0,1,1,2
9352,1,1,1,0
9353,1,1,1,0
9354,0,1,1,0
9355,1,2,1,0
9356,0,1,1,3
9357,0,1,1,0
9358,1,1,1,2
9359,0,2,1,4
9360,0,1,1,0
9361,1,1,1,3
9362,1,2,1,1
9363,0,1,1,0
9364,1,1,1,1
9365,1,2,1,4
9366,1,1,1,3
9367,1,1,1,1
9368,1,1,1,2
9369,0,2,1,1
9370,1,2,1,1
9371,1,2,1,2
9372,0,1,1,2
9373,0,1,1,0
9374,0,1,1,3
9375,0,1,1,4
9376,1,1,1,0
9377,1,1,1,0
9378,1,1,1,0
9379,1,1,1,2
9380,1,1,1,3
9381,0,1,1,2
9382,0,1,1,2
9383,1,1,1,0
9384,0,2,1,1
9385,1,1,1,0
9386,0,1,1,2
9387,0,1,1,2
9388,0,2,1,0
9389,1,1,1,0
9390,1,1,1,0
9391,0,1,1,2
9392,1,1,1,2
9393,0,1,1,0
9394,1,2,1,0
9395,0,2,1,0
9396,1,1,1,4
9397,0,1,1,0
9398,0,2,1,0
9399,0,1,1,0
9400,1,1,1,2
9401,0,1,1,3
9402,1,1,1,0
9403,0,1,1,0
9404,0,1,1,0
9405,0,1,1,0
9406,0,1,1,0
9407,1,1,1,0
9408,1,1,1,0
9409,1,1,1,0
9410,0,1,1,0
9411,0,1,1,0
9413,1,1,1,0
9414,0,1,1,0
9415,1,1,1,2
9417,0,1,1,0
9418,1,1,1,2
9419,1,1,1,0
9420,0,1,1,0
9421,1,1,1,4
9422,0,1,1,4
9423,1,1,1,2
9424,0,1,1,0
9425,0,1,1,0
9426,1,1,1,0
9427,1,1,1,0
9428,1,1,1,0
9429,0,2,1,4
9430,0,1,1,3
9431,0,1,1,2
9432,1,2,1,0
9433,0,0,1,4
9434,0,0,1,3
9435,1,2,1,0
9437,0,2,1,1
9439,0,1,1,0
9440,0,1,1,2
9441,0,1,1,2
9443,0,1,1,4
9445,1,1,1,2
9446,1,1,1,2
9447,1,1,1,2
9448,1,1,1,0
9449,0,1,1,0
9450,0,1,1,4
9451,0,1,1,4
9453,0,1,1,4
9454,0,0,1,1
9455,1,0,1,4
9456,0,0,1,4
9457,0,0,1,4
9458,1,0,1,3
9459,1,0,1,4
9460,1,0,1,0
9461,0,2,1,2
9462,1,0,1,4
9463,0,0,1,0
9464,0,1,1,0
9465,1,1,1,0
9466,1,1,1,0
9467,0,2,1,4
9468,1,1,1,0
9469,0,2,1,4
9470,0,1,1,3
9471,1,2,1,4
9472,1,2,1,1
9473,1,1,1,2
9474,0,1,1,0
9475,0,2,1,0
9476,1,1,1,0
9477,1,1,1,0
9478,1,1,1,0
9479,1,1,1,0
9480,1,1,1,2
9482,0,2,1,0
9483,1,1,1,0
9484,0,1,1,0
9485,1,1,1,2
9486,1,1,1,2
9487,0,1,1,2
9488,0,1,1,0
9489,1,1,1,3
9490,1,1,1,2
9491,1,2,1,3
9492,0,1,1,3
9493,0,1,1,0
9494,1,1,1,4
9495,1,1,1,0
9496,0,1,1,4
9497,1,1,1,0
9498,0,0,1,0
9499,0,1,1,4
9500,0,0,1,0
9501,0,1,1,4
9502,1,1,1,0
9503,1,1,1,3
9504,0,1,1,2
9505,1,1,1,2
9506,0,2,1,0
9507,1,1,1,2
9508,0,1,1,1
9509,1,1,1,0
9510,0,1,1,0
9511,1,0,1,3
9512,0,1,1,2
9513,1,1,1,0
9514,0,2,1,0
9515,0,1,1,0
9516,1,2,1,0
9517,1,1,1,0
9518,0,1,1,3
9519,0,1,1,0
9520,0,1,1,3
9521,1,1,1,0
9522,1,1,1,3
9523,0,1,1,0
9525,0,2,1,0
9526,1,1,1,3
9528,0,2,1,0
9529,1,1,1,0
9531,1,1,1,2
9533,1,2,1,3
9534,0,1,1,4
9535,1,1,1,2
9536,0,1,1,0
9537,1,1,1,2
9538,0,1,1,2
9539,1,1,1,4
9540,1,2,1,1
9541,0,1,1,0
9542,0,2,1,1
9543,1,1,1,0
9544,0,0,1,0
9545,1,1,1,1
9546,1,1,1,2
9547,0,1,1,3
9548,0,1,1,2
9549,0,1,1,0
9550,1,1,1,0
9551,0,1,1,4
9552,1,0,1,2
9553,0,0,1,0
9554,0,1,1,0
9555,1,1,1,0
9557,1,2,1,0
9558,1,1,1,0
9559,0,1,1,0
9560,0,1,1,0
9561,1,1,1,0
9562,1,1,1,0
9563,1,1,1,2
9564,1,2,1,0
9565,0,1,1,0
9566,0,1,1,2
9567,1,1,1,0
9568,1,1,1,0
9569,0,0,1,0
9570,0,1,1,4
9571,0,1,1,2
9572,0,0,1,0
9573,1,1,1,2
9574,1,1,1,3
9575,1,1,1,0
9576,1,1,1,1
9577,1,1,1,1
9578,0,1,1,1
9579,1,2,1,1
9580,0,1,1,2
9581,0,1,1,1
9582,0,1,1,2
9583,0,1,1,0
9584,1,1,1,1
9585,1,2,1,0
9586,1,1,1,2
9587,1,1,1,1
9588,0,1,1,0
9589,1,2,1,2
9590,1,2,1,0
9591,0,1,1,0
9592,1,1,1,0
9593,1,2,1,1
9595,1,2,1,1
9596,1,1,1,0
9597,1,2,1,0
9599,1,1,1,1
9600,1,1,1,2
9601,1,1,1,3
9602,1,0,1,0
9603,0,1,1,0
9604,0,1,1,3
9605,0,1,1,3
9606,0,1,1,0
9607,1,1,1,2
9608,1,1,1,2
9609,0,1,1,0
9610,1,0,1,2
9611,0,1,1,0
9612,0,1,1,0
9613,1,1,1,0
9614,0,1,1,0
9615,1,1,1,2
9616,0,1,1,2
9617,1,2,1,4
9618,1,2,1,0
9619,1,1,1,0
9620,1,1,1,0
9621,1,1,1,0
9622,0,1,1,3
9623,0,1,1,0
9624,1,0,1,4
9625,0,1,1,0
9626,1,1,1,1
9627,1,2,1,1
9628,0,2,1,1
9629,0,2,1,1
9630,1,2,1,1
9631,1,2,1,1
9632,1,2,1,1
9633,0,1,1,1
9634,0,1,1,4
9635,1,1,1,4
9636,0,1,1,2
9637,1,1,1,0
9638,0,0,1,3
9640,1,0,1,4
9641,0,1,1,0
9642,1,1,1,3
9643,0,1,1,3
9644,0,1,1,4
9645,1,1,1,4
9646,0,1,1,0
9647,0,1,1,2
9648,1,2,1,0
9649,1,1,1,3
9650,1,2,1,0
9651,1,1,1,0
9652,1,1,1,4
9653,1,1,1,2
9654,0,1,1,0
9655,1,0,1,0
9656,0,1,1,4
9657,0,1,1,0
9658,1,1,1,0
9659,1,1,1,2
9660,0,1,1,0
9661,1,1,1,0
9663,0,1,1,4
9664,0,1,1,2
9665,0,1,1,0
9666,0,1,1,4
9667,1,1,1,4
9668,1,1,1,2
9669,1,1,1,0
9670,0,2,1,1
9671,0,1,1,0
9672,0,2,1,0
9673,1,1,1,0
9674,0,0,1,0
9675,0,1,1,2
9676,1,1,1,0
9677,1,2,1,0
9678,1,1,1,0
9679,1,1,1,0
9680,0,1,1,0
9681,0,2,1,0
9682,1,0,1,3
9683,1,1,1,0
9684,1,1,1,0
9685,1,1,1,4
9686,1,2,1,0
9687,0,0,1,4
9688,1,1,1,0
9689,1,0,1,0
9690,0,1,1,3
9691,1,1,1,2
9692,1,1,1,3
9693,1,1,1,0
9694,0,1,1,0
9695,1,1,1,2
9696,0,1,1,0
9697,1,1,1,0
9698,1,1,1,0
9699,1,2,1,0
9700,0,1,1,2
9701,1,1,1,0
9702,1,1,1,0
9703,1,1,1,0
9704,0,0,1,3
9705,1,1,1,2
9706,0,1,1,0
9707,1,1,1,3
9708,1,1,1,0
9709,1,2,1,1
9710,1,1,1,2
9711,1,2,1,0
9712,0,2,1,0
9713,1,1,1,2
9714,0,1,1,0
9715,1,1,1,3
9716,0,1,1,2
9717,0,1,1,0
9718,0,2,1,0
9719,1,1,1,2
9720,1,1,1,0
9721,1,1,1,3
9722,1,1,1,1
9723,0,1,1,3
9724,1,1,1,0
9725,1,1,1,0
9726,1,2,1,0
9727,0,1,1,3
9728,1,1,1,2
9729,1,1,1,0
9730,0,1,1,4
9731,0,1,1,1
9732,0,1,1,2
9733,1,1,1,2
9734,0,1,1,4
9735,0,1,1,2
9736,1,1,1,3
9737,1,1,1,2
9738,0,1,1,2
9739,1,2,1,1
9740,0,1,1,2
9741,0,1,1,0
9742,0,1,1,2
9743,0,1,1,0
9744,1,2,1,4
9745,1,2,1,0
9746,0,1,1,0
9747,1,1,1,2
9748,1,0,1,0
9749,0,0,1,0
9750,1,1,1,2
9751,0,1,1,2
9752,1,1,1,0
9753,0,1,1,0
9754,0,1,1,2
9755,0,1,1,4
9756,0,0,1,4
9757,1,1,1,2
9758,0,1,1,0
9759,0,1,1,0
9760,0,1,1,2
9761,0,1,1,0
9762,1,1,1,0
9763,1,1,1,0
9764,1,1,1,2
9765,1,1,1,0
9766,0,1,1,4
9767,1,1,1,2
9768,0,2,1,3
9769,1,1,1,0
9770,0,2,1,0
9771,1,1,1,0
9772,0,1,1,2
9773,1,1,1,0
9774,1,2,1,3
9775,0,1,1,0
9776,0,1,1,0
9779,1,1,1,0
9780,1,2,1,0
9781,1,1,1,2
9782,1,1,1,0
9783,0,1,1,3
9784,0,1,1,0
9785,0,1,1,0
9786,1,1,1,0
9787,0,1,1,0
9788,0,1,1,0
9789,1,1,1,0
9790,1,1,1,0
9791,0,1,1,3
9792,1,1,1,0
9793,0,1,1,3
9794,0,1,1,0
9795,0,1,1,0
9796,0,1,1,3
9797,1,1,1,3
9798,1,1,1,2
9799,1,1,1,0
9800,0,1,1,0
9801,1,1,1,4
9802,0,1,1,0
9803,1,1,1,0
9804,0,0,1,0
9805,0,1,1,0
9806,0,1,1,2
9807,0,1,1,0
9808,0,1,1,2
9809,1,1,1,3
9810,0,1,1,0
9811,1,1,1,0
9812,1,1,1,0
9813,0,1,1,0
9814,0,1,1,4
9815,0,1,1,0
9816,0,1,1,3
9817,1,1,1,3
9818,1,1,1,0
9819,0,1,1,2
9820,1,1,1,2
9821,1,0,1,4
9822,1,2,1,1
9823,0,1,1,3
9824,0,1,1,2
9825,1,0,1,0
9826,0,1,1,0
9827,0,0,1,2
9828,1,1,1,2
9829,1,1,1,0
9830,1,2,1,1
9831,1,2,1,1
9832,1,1,1,0
9833,1,2,1,0
9834,0,1,1,2
9835,1,1,1,0
9836,1,1,1,2
9837,0,1,1,2
9838,1,1,1,0
9839,1,1,1,2
9840,0,1,1,3
9841,0,1,1,2
9842,1,2,1,0
9843,0,1,1,0
9844,1,1,1,3
9845,0,0,1,3
9846,0,1,1,0
9847,1,1,1,0
9848,1,1,1,2
9849,1,1,1,0
9850,0,1,1,0
9851,0,2,1,1
9852,1,2,1,1
9853,1,1,1,0
9854,0,1,1,2
9855,0,2,1,1
9857,1,1,1,0
9858,1,0,1,2
9859,0,1,1,0
9860,0,1,1,0
9861,1,1,1,2
9862,0,1,1,0
9863,1,1,1,0
9864,0,1,1,0
9865,1,2,1,0
9866,1,1,1,0
9867,0,1,1,0
9868,0,0,1,3
9869,0,2,1,0
9870,0,1,1,0
9871,1,1,1,0
9872,1,2,1,1
9873,0,1,1,0
9874,1,1,1,4
9875,1,1,1,3
9876,0,1,1,3
9877,1,1,1,0
9878,0,1,1,0
9879,0,1,1,0
9880,1,1,1,1
9881,1,0,1,2
9882,1,1,1,0
9883,1,1,1,0
9884,0,1,1,2
9885,0,1,1,0
9886,0,0,1,0
9887,0,1,1,0
9888,1,1,1,4
9889,1,1,1,0
9890,1,2,1,1
9891,1,2,1,1
9892,0,1,1,0
9893,1,1,1,2
9894,0,1,1,0
9895,0,1,1,0
9896,1,1,1,0
9897,1,1,1,2
9898,1,1,1,2
9899,1,1,1,2
9900,1,1,1,0
9901,0,1,1,0
9902,1,1,1,2
9903,1,1,1,0
9904,0,1,1,2
9905,0,1,1,0
9906,1,1,1,2
9907,1,1,1,4
