,Gender,Age-group,Occupation,Income Level
5462,0,0,0,1
4553,1,1,2,2
9320,1,2,1,1
4091,1,1,0,1
6810,0,1,2,0
2966,1,2,0,1
2730,0,1,2,1
4087,0,1,0,1
5868,0,1,0,0
289,1,0,4,2
7211,1,2,1,1
6537,1,2,0,1
7537,1,1,2,0
1739,1,1,0,1
9395,0,2,0,1
3567,0,2,0,0
4542,0,1,0,0
8153,0,1,0,1
6650,0,1,0,0
8736,0,1,0,1
9089,1,1,0,1
10009,0,1,0,1
4416,0,0,0,2
4908,0,0,4,0
8178,0,1,1,1
2263,0,1,2,0
8755,0,1,2,1
6539,1,1,0,0
9928,1,1,1,1
193,0,1,3,0
7464,1,1,0,1
8510,0,0,0,1
4642,0,2,2,0
2410,1,2,0,0
569,1,1,0,0
1442,0,1,0,1
1428,0,1,0,1
5854,1,1,0,0
8835,1,0,0,1
307,1,1,3,2
459,1,1,3,1
7878,1,1,2,0
2131,0,1,3,0
8396,1,1,0,1
2283,0,1,2,2
2915,1,1,0,1
2598,1,0,4,1
7882,0,1,2,0
8758,1,1,2,1
10398,1,1,0,1
3453,0,1,3,0
4786,1,0,0,0
2639,0,1,0,0
1163,0,1,0,0
5149,0,1,4,0
7841,0,1,0,1
331,0,1,4,0
1415,1,1,2,1
4152,0,2,0,1
4920,1,1,0,2
5500,1,1,3,0
933,1,1,0,0
6388,0,1,2,1
4054,1,1,0,1
5038,0,2,1,0
9369,0,2,1,1
7173,0,1,0,0
7922,0,1,0,2
6525,1,1,0,1
8862,0,1,0,1
952,0,1,0,1
6585,0,1,0,1
16,1,1,2,2
152,0,1,2,1
2423,0,1,0,1
138,0,1,0,1
1193,0,2,2,1
6285,1,1,3,0
8236,1,1,0,1
4983,0,2,2,0
8237,1,1,0,1
5071,1,1,4,0
1927,0,1,0,1
2548,0,1,0,0
6112,0,1,0,0
7963,0,1,0,1
1214,1,2,0,0
6577,1,2,2,0
5726,0,0,3,0
1202,0,1,2,1
6611,0,2,0,1
2236,0,1,0,0
3457,1,1,0,1
8555,0,1,0,1
1910,1,2,0,0
10068,0,2,1,1
7485,1,1,3,0
7752,1,1,0,1
6815,1,1,2,1
10417,1,0,0,1
10045,0,2,1,1
7892,1,1,0,1
3200,1,1,3,1
401,1,2,3,0
8365,1,1,0,1
1064,0,2,1,1
10419,1,0,0,1
5790,0,1,0,1
957,1,0,2,2
4129,1,1,0,1
707,0,1,2,1
6679,0,1,0,1
7135,1,0,2,2
848,1,2,3,0
3586,0,1,0,0
2135,1,1,3,0
9394,1,2,0,1
9950,0,1,0,1
53,1,1,0,1
4043,0,2,0,0
5625,1,1,2,1
6187,1,1,0,1
4439,1,0,0,2
3042,1,1,3,1
4073,1,1,0,0
1219,0,1,3,1
294,1,1,0,1
9355,1,2,0,1
4273,1,1,0,0
3171,0,1,3,1
6116,1,2,0,0
4682,0,1,2,1
6738,1,1,0,1
4443,1,1,0,1
7824,1,0,2,2
5691,1,1,0,0
3450,0,1,3,1
8200,0,1,0,1
3279,1,2,1,0
9934,0,1,1,1
995,1,2,0,0
3824,0,2,1,0
951,0,1,3,1
10008,1,1,3,1
10196,1,1,0,1
4860,1,1,0,1
6019,1,1,2,1
2924,1,1,0,0
5541,1,1,0,0
6581,1,1,2,1
9346,1,1,0,1
8390,1,1,0,1
4597,0,1,0,1
5889,0,2,4,0
4469,0,1,1,1
9191,1,1,3,1
3716,0,2,1,0
1836,1,0,0,1
8745,1,1,2,1
2113,1,1,2,2
5050,1,0,2,2
4123,1,1,0,2
1953,1,1,3,1
4816,0,2,1,1
9360,0,1,0,1
7877,0,1,0,0
84,0,1,0,1
2405,1,1,3,1
5861,0,1,3,0
446,0,2,4,0
4714,1,1,0,1
6702,0,1,0,1
5027,1,1,2,1
8616,0,1,0,1
7702,0,1,0,0
1598,1,2,0,0
249,0,2,3,2
799,1,1,0,1
3145,0,1,4,1
1003,0,2,0,0
3018,0,1,2,1
5748,1,1,0,1
7261,0,2,4,0
8909,0,1,2,1
1665,0,1,0,1
2200,1,1,2,1
1848,1,2,0,0
2149,1,1,2,1
8946,1,1,2,1
5612,0,1,0,0
1399,0,1,3,0
8567,0,1,2,1
10152,0,1,4,1
8820,0,1,3,1
9489,1,1,3,1
6449,0,1,4,0
10458,0,1,0,1
9247,1,2,3,1
5816,1,0,2,2
1654,1,1,2,2
3175,0,1,0,1
5916,0,1,0,0
2475,0,2,1,0
2071,0,1,2,0
6450,1,0,3,0
4239,1,2,0,0
10325,1,1,2,1
3330,1,1,0,0
133,1,2,4,0
6891,1,1,0,1
9843,0,1,0,1
6496,0,2,1,1
8059,0,1,2,1
9659,1,1,2,1
3427,0,1,0,1
614,0,1,2,0
2177,0,1,0,1
7617,0,1,0,2
6725,1,1,0,1
7567,1,1,0,1
10176,0,1,0,1
2251,1,1,0,0
4161,0,1,0,1
6597,0,2,0,1
3448,1,1,0,1
7348,0,1,0,1
741,1,1,0,1
6232,1,1,0,0
1006,1,1,3,0
825,1,1,4,0
5419,0,1,0,0
1520,1,1,0,2
6351,0,1,2,0
10287,0,1,2,1
9312,0,1,2,1
4066,1,1,0,0
8195,1,1,2,1
8670,1,1,0,1
1269,1,1,3,1
1259,0,1,2,0
1810,1,0,2,1
6722,1,1,2,1
8422,0,1,4,1
10266,1,1,0,1
5019,0,1,4,0
3301,0,1,4,0
297,0,1,0,1
6655,1,1,2,1
3043,1,1,2,2
3248,1,1,0,0
7979,0,1,0,0
9370,1,2,1,1
1702,1,2,3,1
2028,0,1,0,1
2457,0,1,0,1
468,0,1,3,1
2771,0,1,2,1
5327,0,1,0,0
3771,0,1,0,2
438,1,1,3,1
6482,0,1,0,1
673,1,1,3,1
3386,1,1,0,0
6255,0,1,3,1
2918,1,1,2,1
9781,1,1,2,1
8049,1,1,2,1
1033,0,1,0,1
4312,0,1,0,0
2478,1,1,3,0
8031,1,1,0,0
8013,1,1,0,0
3941,0,2,0,0
987,1,2,4,0
1625,0,1,3,1
5352,0,1,0,1
2260,0,2,4,0
7938,1,1,2,0
6293,0,1,2,0
4345,1,1,0,0
773,1,1,3,1
5004,0,1,0,1
2338,1,1,3,0
7140,1,1,3,0
5120,1,1,2,1
4965,0,1,0,1
10162,1,1,0,1
824,0,1,4,0
9879,0,1,0,1
8289,1,1,4,1
2009,1,1,0,1
2505,1,1,2,1
6290,0,1,0,1
8621,0,1,2,1
6580,1,1,2,1
2462,1,1,3,1
1105,1,1,0,1
7029,1,1,0,1
4354,1,1,0,1
8970,1,1,2,1
2145,0,1,3,1
4653,1,1,0,1
7727,1,1,3,0
7288,0,1,0,1
7765,1,2,1,0
7967,0,1,2,2
5048,0,1,0,1
7333,0,2,4,1
1035,0,1,2,1
9600,1,1,2,1
9506,0,2,0,1
5676,0,1,3,1
4780,1,1,1,0
8395,1,1,0,1
1530,0,2,0,1
9822,1,2,1,1
1456,0,2,0,0
9941,0,1,4,1
5743,1,1,0,0
725,0,1,0,0
5268,0,1,0,1
3692,1,1,3,1
9155,0,2,0,1
3155,1,1,3,1
6322,1,1,0,1
4215,0,1,0,0
7644,1,1,0,0
2783,1,1,0,1
9866,1,1,0,1
1302,0,1,2,0
2522,0,1,3,1
5838,1,1,1,0
278,0,1,2,1
3668,0,1,0,1
4888,0,1,0,1
5720,1,0,3,1
5285,1,2,1,0
5515,1,1,3,1
7073,0,2,0,1
2889,1,1,3,1
5810,0,1,0,1
605,1,1,0,1
6381,1,1,0,1
5621,0,2,1,0
7138,0,1,1,0
8224,1,1,4,1
8413,0,1,0,1
5836,1,1,1,0
6939,1,1,4,1
2082,0,1,0,2
7314,1,1,2,1
693,0,1,4,0
6171,1,1,0,1
1266,0,1,3,1
8865,0,1,2,1
8504,1,1,4,1
9140,1,2,1,1
4994,1,1,0,0
5825,1,1,2,0
2492,0,2,1,0
9031,0,1,0,1
7660,0,1,0,1
6467,1,1,2,1
6688,0,1,2,0
922,1,2,1,0
1656,1,1,4,0
6943,0,1,0,1
5891,0,1,0,0
8009,1,1,0,0
3900,1,1,0,0
9901,0,1,0,1
5924,0,1,0,1
4831,1,0,0,1
4065,1,1,0,1
6554,0,1,0,2
916,0,1,0,1
5344,0,2,0,0
8058,1,1,0,0
7369,1,1,0,1
6399,0,1,3,0
8605,0,1,4,1
7444,1,0,0,0
7293,0,1,2,0
2862,1,1,3,1
600,0,1,2,0
3352,1,1,3,1
4035,1,1,0,0
5107,1,1,0,1
1294,1,1,0,0
8226,1,1,0,1
321,0,2,0,1
8369,0,1,3,1
5289,0,1,1,0
10151,1,0,4,1
8859,1,2,2,1
4798,1,1,3,1
4418,1,1,0,1
3877,1,1,0,0
1040,0,2,1,0
8806,1,1,0,1
2239,0,2,0,0
3713,0,1,0,0
9166,0,2,1,1
5263,0,1,2,1
10188,0,1,2,1
8403,1,1,0,1
5925,1,1,3,1
4972,0,1,0,1
6400,0,1,0,0
4894,0,1,0,1
5427,0,1,0,1
99,1,0,3,2
9323,1,2,1,1
8915,1,1,0,1
8132,1,1,0,1
7438,0,1,4,0
8485,1,1,0,1
2171,1,1,2,1
3014,0,1,0,1
6905,1,1,0,1
1014,0,1,0,0
7471,1,1,0,1
8282,0,1,0,1
3002,1,1,2,0
6260,1,1,3,0
3298,0,1,2,0
6914,0,1,4,1
6769,1,1,0,0
7581,0,1,0,1
7555,0,1,0,1
7473,1,1,0,0
643,0,1,4,0
5089,1,1,0,1
4358,1,1,0,1
8769,0,1,2,1
4903,1,0,0,0
1646,1,1,3,2
10109,0,1,2,1
1303,1,1,2,0
137,0,2,4,1
6298,0,1,0,2
1757,0,2,1,2
10343,0,1,3,1
4349,1,1,0,1
9692,1,1,3,1
2458,0,1,0,1
5806,1,1,0,0
6490,1,1,0,1
8881,0,1,2,1
1218,1,1,3,1
6445,0,2,1,1
10316,0,1,2,1
6439,1,1,2,0
2030,0,1,2,2
10414,1,0,2,1
4361,1,2,0,0
8240,1,1,0,1
941,1,1,2,1
1340,0,0,5,1
6843,0,1,2,2
3128,1,1,0,1
10035,1,1,2,1
1307,0,1,2,0
8561,1,1,3,1
2859,1,1,0,1
1443,0,1,0,1
3444,0,1,0,2
192,1,1,4,0
9626,1,1,1,1
8252,1,1,3,1
6556,1,0,0,2
6383,1,1,3,1
6615,0,1,4,0
7502,1,1,0,1
4695,0,1,4,0
7691,1,1,1,0
8553,1,0,3,1
2717,0,1,0,1
9001,0,0,1,1
7969,0,1,0,2
2014,0,1,0,0
5134,1,1,3,1
5033,1,2,1,1
9232,1,0,4,1
7436,1,1,4,0
10501,1,1,0,1
1285,0,1,0,0
3260,1,1,0,0
5214,0,1,2,1
8340,0,2,1,1
9885,0,1,0,1
7879,0,1,0,0
7011,0,1,0,0
3373,0,1,3,0
6915,0,1,0,0
9203,0,1,2,1
8174,1,1,0,1
6053,0,1,2,1
7390,1,1,2,0
1083,1,2,0,0
4183,1,1,0,1
6454,0,1,0,1
7891,0,1,4,1
282,0,1,0,1
2096,1,1,0,1
4901,0,1,0,0
5316,1,1,1,0
7910,0,2,0,0
8518,1,1,3,1
1118,1,1,0,1
7414,1,1,0,0
6803,0,1,0,0
6965,0,1,0,1
9615,1,1,2,1
4442,0,1,0,0
7458,1,1,0,0
8326,1,1,2,1
5989,1,1,4,1
5897,1,1,0,0
7593,0,1,0,1
6628,0,1,2,0
4840,0,1,0,0
7563,0,1,2,1
10127,0,1,2,1
6023,0,1,3,1
7277,0,1,0,0
3566,1,2,1,0
10341,1,1,0,1
4027,1,1,0,0
1794,1,1,4,0
748,1,1,0,1
2614,1,1,0,1
5832,1,1,1,0
5290,1,0,3,2
2723,1,2,1,0
5807,1,1,0,1
6248,1,1,0,1
3192,1,1,3,1
3388,0,2,0,0
1386,0,1,0,1
1735,0,1,0,0
6698,0,1,2,0
6970,0,1,0,1
5190,1,1,3,1
5392,0,1,4,0
3393,1,2,0,0
1549,1,0,2,1
1853,0,1,0,1
8544,0,1,0,1
7492,0,1,2,1
3885,1,1,2,0
10034,1,1,0,1
7869,0,1,0,0
6324,0,1,0,0
8235,1,1,0,1
9697,1,1,0,1
1899,0,1,0,1
4638,1,2,4,0
2491,1,2,2,1
4790,1,1,1,2
7304,0,1,0,1
6181,0,1,0,1
151,1,2,2,1
9237,0,1,0,1
6173,0,1,0,2
5632,1,1,2,1
3496,1,1,0,1
1149,1,1,2,1
1802,0,1,4,0
513,0,1,2,0
9273,1,1,4,1
896,0,1,2,1
3443,0,1,0,1
938,1,1,0,0
737,0,2,0,1
2868,0,1,2,1
10470,0,2,3,1
912,0,1,0,0
10107,1,1,0,1
7059,1,1,0,1
7699,1,1,0,1
1565,0,1,0,1
9163,0,1,3,1
2807,1,1,0,1
6080,1,1,0,0
6185,0,1,0,1
325,1,1,4,0
1846,1,1,3,1
338,0,1,4,0
6048,1,1,2,1
4318,1,2,0,0
3209,0,2,2,1
7359,1,0,0,1
7217,1,1,3,1
4072,1,1,0,0
6151,1,1,4,1
8593,1,1,0,1
2026,1,2,1,1
347,0,1,3,1
2826,1,2,4,0
8228,1,1,0,1
285,0,1,3,1
3064,1,1,0,0
6052,1,1,0,1
6262,1,1,2,1
3565,0,1,3,1
9792,1,1,0,1
3646,1,1,3,2
2873,1,1,0,0
9614,0,1,0,1
4999,1,2,1,0
7058,0,1,0,0
3503,1,0,2,1
318,0,2,0,1
4009,1,1,0,2
359,1,1,2,1
845,0,1,3,0
10013,0,1,0,1
4608,1,1,2,1
7048,1,1,2,1
3772,1,1,0,2
6291,0,1,0,1
8841,1,1,2,1
2107,1,2,0,1
80,1,1,0,1
5886,1,2,1,0
7531,0,1,0,0
8824,1,1,0,1
8615,1,1,0,1
1711,1,1,0,2
6635,0,1,2,1
6937,1,1,2,1
5738,0,1,0,1
1490,1,2,2,1
5592,0,2,1,1
8166,1,1,0,1
1740,0,1,0,0
2965,0,2,0,1
10526,1,2,0,1
1619,1,1,2,2
3287,1,1,0,1
4530,1,0,3,1
1675,0,1,2,2
8022,1,1,2,1
1932,0,1,3,1
5257,1,1,0,1
5216,0,1,3,1
9870,0,1,0,1
5976,0,0,0,0
867,0,1,0,1
6559,0,1,0,0
6638,1,1,0,1
8330,0,1,2,1
2950,0,1,0,1
195,0,1,0,1
3873,1,1,0,1
1881,1,1,0,1
3036,0,2,0,0
9745,1,2,0,1
9036,1,1,3,1
1268,0,0,2,2
6398,0,1,0,0
4017,0,1,0,1
462,1,1,3,2
863,1,1,0,1
7974,1,1,0,0
6182,0,1,2,1
10416,1,0,1,1
2500,1,1,2,1
3182,1,1,3,1
9050,0,1,2,1
8930,1,1,0,1
6056,1,1,2,1
1328,1,2,1,0
9725,1,1,0,1
9509,1,1,0,1
5209,0,1,2,1
3529,1,1,0,0
8905,1,1,0,1
10350,0,1,0,1
8793,0,1,2,1
6538,1,1,0,0
792,1,1,3,1
10231,0,1,4,1
2207,0,2,0,0
5062,0,1,0,1
5731,1,1,0,0
10477,0,1,0,1
8217,1,1,3,1
7546,1,1,0,1
8886,0,2,0,1
3267,1,1,0,1
7285,0,1,3,2
3283,1,1,2,0
7972,1,2,3,0
1323,1,2,0,0
4709,1,1,0,1
6643,1,1,0,0
9421,1,1,4,1
7673,0,2,0,1
7269,0,1,2,1
4220,1,1,0,0
4240,1,1,0,0
8661,0,1,0,1
4070,1,1,0,2
1930,1,1,0,2
8955,1,1,2,1
9805,0,1,0,1
9096,1,1,0,1
3675,1,1,3,1
7913,1,1,0,1
3962,0,1,0,0
8448,1,2,0,1
4245,0,0,0,1
1068,0,1,0,1
652,1,1,3,2
5888,1,2,1,0
4248,0,1,0,0
6078,1,1,2,0
1115,1,1,2,1
880,1,0,2,2
5358,0,1,0,1
929,1,0,0,0
200,0,1,0,1
118,1,2,1,1
4581,1,1,0,0
1995,1,2,0,0
5655,0,2,0,1
4451,0,1,0,0
9005,1,1,3,1
2094,0,1,4,0
7871,1,1,4,1
8619,1,2,1,1
8359,0,0,2,1
4789,1,1,0,1
10386,1,1,0,1
2837,0,1,3,0
4259,0,1,0,0
2377,1,1,3,0
778,0,1,2,1
2678,1,1,3,1
2471,1,2,3,0
1126,1,2,1,0
6618,0,2,1,1
8192,0,1,2,1
9741,0,1,0,1
3219,1,2,0,1
9265,0,2,1,1
5182,0,1,2,1
3899,0,2,1,0
910,1,2,0,1
2715,1,1,2,1
7517,0,1,3,0
6636,1,1,0,1
480,1,1,0,1
7223,1,1,0,2
8191,1,1,2,1
7527,1,1,0,1
7923,1,1,1,0
5338,0,0,0,1
10201,1,1,3,1
5450,0,1,2,1
2256,1,1,0,1
6540,1,1,0,1
6820,0,1,2,0
1296,1,1,4,0
5713,0,1,0,1
1001,1,1,2,0
7840,0,1,0,1
5067,1,2,1,1
967,1,1,3,1
5413,0,1,2,1
4858,0,1,0,1
2447,1,1,0,0
10243,0,1,2,1
5163,1,1,0,1
4516,0,1,2,1
5293,0,1,5,0
3305,0,2,2,0
3983,0,1,0,1
9948,0,1,0,1
8055,0,1,0,0
6333,1,0,3,1
2852,0,1,0,0
970,1,1,0,1
9391,0,1,2,1
1908,0,1,0,1
9143,0,1,3,1
4222,0,1,0,0
5359,1,1,1,1
8975,0,1,0,1
3339,1,1,0,1
2751,1,1,0,0
7898,0,1,1,1
8880,0,1,0,1
1354,0,1,0,1
10097,1,2,1,1
10407,0,1,0,1
5307,1,1,2,0
6242,0,1,1,0
9090,1,2,0,1
6384,0,1,0,0
9493,0,1,0,1
3563,0,0,2,1
3593,1,1,0,0
4885,1,1,0,1
2537,1,1,2,2
5863,0,1,4,0
7090,0,1,3,1
7886,1,1,0,0
9189,1,1,2,1
5715,0,1,2,1
10390,0,1,0,1
7239,1,1,0,0
1925,0,1,0,1
8979,0,1,2,1
5638,1,1,0,1
8045,1,1,4,1
5241,1,1,2,1
2977,1,2,0,1
586,0,1,2,1
1493,0,1,3,1
6390,1,1,0,1
8367,0,2,1,1
8676,1,2,1,1
7319,1,1,4,0
7297,0,1,0,1
3310,0,0,4,1
10259,1,2,1,1
4088,0,1,0,1
4508,0,1,0,0
8218,1,1,2,1
3627,0,1,4,0
6089,1,1,1,0
7375,0,1,0,0
2895,0,2,0,0
7222,0,1,0,1
5138,1,1,2,0
1380,0,1,3,1
3346,1,1,0,1
8168,1,1,2,1
6436,1,1,0,0
666,0,1,3,1
2975,0,2,4,2
2312,1,1,3,0
5549,0,1,4,0
7997,1,1,2,0
3609,0,2,0,1
2791,1,1,0,1
5874,1,1,3,1
4604,0,1,0,1
1641,0,1,0,2
8456,1,1,0,1
2645,1,1,2,1
9052,0,2,0,1
3280,0,0,4,2
7064,0,1,0,0
5477,0,1,0,0
8653,1,0,3,1
5747,0,1,2,1
1292,1,1,0,1
5645,1,1,0,1
1023,0,1,0,1
3592,1,2,0,0
122,1,0,4,0
945,0,1,3,1
2570,1,1,0,0
9911,0,1,0,1
174,1,2,0,1
5631,0,1,2,2
9009,0,2,1,1
4731,0,1,0,0
975,1,2,2,1
4722,1,1,0,1
9432,1,2,0,1
3864,0,1,0,0
2567,0,1,2,1
5252,0,1,0,1
2923,0,1,3,1
6956,1,1,4,1
5733,0,1,2,0
7987,1,1,0,0
4572,1,1,0,0
4586,1,0,0,1
7301,0,1,0,1
2566,1,1,2,1
1146,1,1,0,1
9545,1,1,1,1
308,0,1,3,1
1720,1,1,3,2
3433,1,1,0,1
2796,1,1,0,0
8400,0,1,2,1
5130,1,1,2,1
10500,0,1,0,1
7704,0,1,2,1
4445,1,1,0,1
7199,1,1,1,0
6328,1,1,0,0
4676,0,1,0,1
8373,1,1,0,1
8428,1,1,0,1
2157,1,1,3,1
5486,1,1,3,1
6226,1,1,0,1
10397,1,1,1,1
8001,1,0,4,2
1888,0,0,3,1
8482,1,2,1,1
8770,1,1,0,1
9964,1,1,2,1
623,1,1,2,2
8870,0,0,2,1
1125,1,2,1,0
5795,0,1,0,0
7541,1,0,0,0
9455,1,0,4,1
4613,1,1,2,1
169,1,1,2,0
212,0,1,0,0
7558,1,1,0,2
6308,1,1,0,1
5075,1,0,3,1
3011,1,1,0,1
8215,1,1,0,1
2495,0,1,0,0
1264,0,1,2,2
9149,1,1,0,1
3125,0,1,3,1
10169,1,1,0,1
8899,0,2,1,1
8234,1,1,2,1
6866,0,1,4,1
4366,1,1,0,0
7939,0,1,1,1
3378,1,1,0,0
4144,0,1,0,1
2786,1,1,0,0
4410,0,1,0,1
4454,0,1,3,1
9548,0,1,2,1
3978,1,1,0,1
9912,0,1,2,1
7774,0,1,0,0
4891,0,1,3,1
5028,0,1,0,0
876,0,0,3,1
8810,0,1,0,1
8828,0,2,1,1
2622,1,1,2,1
3895,1,1,2,0
2701,1,1,0,1
5609,0,1,3,0
5987,1,0,0,1
4616,1,1,3,1
2407,1,1,3,0
665,0,1,0,1
2843,1,1,3,0
10076,1,1,0,1
9007,1,1,0,1
9151,0,1,0,1
6146,1,1,0,0
631,0,1,2,1
8902,0,1,2,1
2636,0,1,3,0
62,0,1,2,1
3426,1,1,4,0
7554,1,1,0,1
1751,0,1,0,1
9558,1,1,0,1
5837,1,2,1,0
1538,1,1,0,1
10490,1,2,0,1
6025,0,1,0,1
820,1,1,4,0
5095,0,1,0,0
7445,1,0,0,1
7626,0,1,0,1
1022,0,2,0,1
2836,1,1,2,0
8019,0,1,2,1
7529,1,1,0,1
3601,1,2,1,0
5852,0,2,1,0
8854,0,1,0,1
228,0,1,0,2
9586,1,1,2,1
1322,1,1,0,0
3247,0,1,0,0
4808,0,0,0,2
2679,0,1,0,1
3702,1,1,2,1
52,0,2,0,1
8423,0,1,3,1
10484,1,1,0,1
3886,0,1,2,0
3659,1,2,0,0
10508,1,1,1,1
1548,1,1,2,2
10010,0,1,0,1
10354,1,1,0,1
3526,0,1,3,0
1943,1,2,0,0
9829,1,1,0,1
5403,1,1,3,0
2008,1,1,3,2
5312,0,1,0,0
4952,1,1,0,1
9144,1,0,0,1
1550,0,2,1,1
686,1,2,0,1
9390,1,1,0,1
7573,0,1,2,1
923,0,2,0,0
6627,1,1,0,0
2727,1,1,2,1
3277,0,1,4,1
2963,1,1,3,1
6100,0,1,2,0
2682,0,1,2,1
6438,0,1,0,0
6620,1,2,1,1
2,1,1,0,1
2430,1,1,3,0
3898,1,1,0,0
1816,0,0,2,1
9495,1,1,0,1
8349,0,2,0,1
547,0,2,2,1
9093,0,1,0,1
10288,0,1,0,1
7083,1,1,0,0
9295,0,1,4,1
3199,1,1,0,0
9515,0,1,0,1
747,1,1,2,1
3493,0,1,0,1
2399,1,2,0,0
6394,0,1,0,0
6258,0,1,0,1
2626,1,1,3,1
8297,0,1,0,1
8401,1,2,0,1
7192,0,1,0,1
7512,0,2,0,0
7110,1,1,2,0
6405,0,0,3,1
9490,1,1,2,1
1289,1,1,0,0
2158,0,1,3,1
7636,0,1,0,2
7790,1,1,0,0
6676,1,1,2,0
9652,1,1,4,1
5136,1,2,0,1
9460,1,0,0,1
7336,1,2,4,1
5199,0,1,3,0
6437,0,1,0,0
4560,0,1,0,0
3572,0,1,0,0
10005,1,1,0,1
5468,0,1,0,1
3910,0,1,4,0
6137,1,1,0,0
9386,0,1,2,1
8421,1,1,2,1
5931,0,1,2,1
1666,1,1,0,1
9931,0,1,1,1
6761,1,1,0,0
9584,1,1,1,1
9385,1,1,0,1
1128,0,2,0,0
9937,0,1,0,1
9992,1,1,0,1
8064,1,1,0,1
2523,0,1,2,1
7675,1,1,3,1
1835,0,1,0,1
259,0,1,3,1
7935,1,1,1,1
8725,0,0,3,1
6659,1,1,3,1
201,1,1,0,1
839,0,1,3,0
10142,0,1,2,1
6202,1,1,2,0
7720,1,0,2,1
6123,0,1,1,0
4525,0,2,1,1
7561,0,1,0,2
5540,1,1,4,0
4280,0,1,0,0
5093,0,1,0,1
2748,0,1,0,0
4515,1,1,3,2
6273,1,1,1,0
8247,1,1,2,1
5069,0,1,0,1
8699,1,1,0,1
5706,0,1,0,2
2668,0,1,0,1
8015,0,1,0,0
247,0,1,2,0
4125,1,1,0,1
9766,0,1,4,1
3055,0,1,0,1
10138,1,1,0,1
8704,0,0,4,1
6526,1,1,0,2
5627,1,1,3,0
971,1,1,0,2
6881,0,1,0,0
8249,0,2,4,1
5242,0,1,0,0
7300,1,1,3,1
9398,0,2,0,1
3640,0,1,0,1
10496,1,0,0,1
3446,0,1,0,1
5936,1,1,2,1
5783,0,1,0,1
2470,0,1,3,0
4633,0,1,0,1
8971,0,1,0,1
4092,0,1,0,1
155,0,2,0,0
8380,0,1,0,1
2348,1,1,0,1
2307,0,1,2,0
3701,0,1,3,1
5503,0,1,4,0
1782,0,1,0,1
7992,0,1,0,1
9762,1,1,0,1
123,1,1,2,1
9341,0,1,3,1
6055,1,1,0,1
9985,1,1,2,1
514,0,1,0,0
8056,1,1,3,0
736,1,1,0,1
8054,1,1,0,1
9324,0,1,3,1
6138,1,1,0,1
7452,0,1,2,0
3168,1,1,0,1
7754,1,1,3,1
10041,0,2,1,1
6979,0,2,0,1
612,0,2,4,0
9590,1,2,0,1
6528,1,1,0,1
6486,0,1,0,1
5309,1,1,0,0
1692,0,1,2,1
6573,1,1,2,0
7432,0,1,1,0
2761,0,1,0,2
9425,0,1,0,1
1746,1,1,0,0
9429,0,2,4,1
5558,1,1,0,0
7747,1,1,2,0
6348,1,1,0,0
3019,0,1,0,1
6755,1,1,0,2
95,1,2,0,0
2362,1,1,0,1
2738,1,2,0,0
8665,1,1,0,1
8300,1,1,0,1
2655,0,1,0,1
6299,1,1,3,1
1061,1,0,4,1
145,0,2,0,1
7328,0,1,2,1
6584,1,1,2,1
2927,0,2,1,0
4535,0,1,4,1
1234,0,2,3,1
4852,1,0,2,2
10029,1,1,0,1
7066,1,1,2,2
582,0,2,1,1
7794,1,2,1,0
5584,0,1,0,1
4030,1,0,0,0
6488,0,1,1,1
8150,1,0,2,1
9083,0,1,1,1
10071,1,1,4,1
8353,1,2,0,1
7475,0,1,3,1
9396,1,1,4,1
8727,0,1,2,1
2390,0,2,0,0
3603,1,1,0,0
2241,1,2,0,0
204,1,1,3,1
7787,0,1,0,1
10430,0,1,0,1
5201,0,1,0,1
819,1,1,3,1
5873,1,1,0,0
10160,1,1,0,1
250,1,2,1,2
2122,0,2,2,1
6199,0,1,0,0
9221,1,1,0,1
660,0,1,0,1
9881,1,0,2,1
5248,1,1,0,1
5614,0,1,0,0
1682,1,1,0,1
129,0,2,0,0
3060,0,1,0,0
5211,1,1,0,1
3153,1,1,2,2
9411,0,1,0,1
3362,0,1,2,1
2189,1,2,0,1
6801,0,1,0,0
5112,1,1,4,1
9047,0,1,2,1
143,1,2,0,1
8302,1,2,0,1
5474,1,0,3,1
10155,0,1,4,1
6604,0,1,0,0
2620,0,2,4,0
71,1,1,0,1
1400,1,1,0,1
7019,1,1,3,1
6899,0,1,1,0
8767,1,1,0,1
2527,1,1,3,1
695,1,1,0,1
7290,0,1,0,1
757,1,1,0,0
5457,1,1,0,1
10081,1,1,0,1
3731,0,1,0,0
460,0,0,4,1
8818,0,2,3,1
3342,0,1,0,1
4793,0,2,1,2
1924,1,1,0,1
6825,0,2,1,0
2657,0,1,2,2
1763,1,1,0,1
2985,0,1,0,0
2916,1,1,2,1
4137,1,1,0,1
5642,0,2,1,1
9104,0,1,4,1
4611,0,1,0,1
2617,0,2,0,0
505,1,1,2,1
509,1,2,0,1
706,1,1,4,1
3915,0,1,1,0
618,1,1,2,1
1962,0,2,0,0
1046,0,1,0,1
6600,0,1,0,1
2046,1,1,0,1
7894,0,1,0,1
3847,0,1,0,0
2426,1,1,3,1
5433,0,1,3,0
4495,0,1,4,0
7383,1,1,0,0
7528,0,1,0,1
1405,0,2,0,0
6413,1,2,1,0
1571,0,2,0,0
1362,1,1,3,1
6515,0,1,4,1
7721,1,0,3,1
1596,1,1,0,2
